resume_idx,job_idx,cosine_similarity
44,3160,0.8231916
45,3321,0.87404126
45,2403,0.86573863
45,2856,0.8646314
45,4087,0.86289525
45,4674,0.8544574
46,1727,0.8053789
46,4674,0.80500215
46,2856,0.78558373
46,3321,0.78320664
46,2624,0.7719889
47,3321,0.8349926
47,2856,0.8206341
47,2937,0.8180141
47,2749,0.8171344
47,3248,0.8056435
48,2856,0.8944932
48,3321,0.8866058
48,2403,0.8859802
48,2937,0.8711097
48,5289,0.86632305
49,4674,0.8220283
49,1324,0.80956054
49,3321,0.79862034
49,2856,0.7930167
49,2403,0.7834415
50,4289,0.762833
50,4674,0.74465376
50,5289,0.72607416
50,1727,0.7238102
50,3321,0.71749747
51,4087,0.8340244
51,2856,0.81996334
51,3160,0.81579053
51,4674,0.81168467
51,1727,0.810555
52,3321,0.8546018
52,5289,0.85146135
52,2403,0.85114896
52,2856,0.8460796
52,4289,0.83753765
53,1178,0.86817086
53,3321,0.83678424
53,2937,0.81982124
53,2856,0.8192243
53,4674,0.8188592
54,3321,0.8872969
54,2856,0.8862269
54,1178,0.8816828
54,2937,0.8784492
54,3160,0.8766749
55,3160,0.8760178
55,2937,0.85408354
55,1178,0.846895
55,3321,0.84674907
55,2856,0.8462211
56,4956,0.77283794
56,5060,0.76131463
56,1178,0.73507035
56,2219,0.733439
56,4825,0.73055315
57,5289,0.90365636
57,3321,0.8733882
57,2856,0.8724491
57,1178,0.8579749
57,2937,0.85669494
58,3160,0.8651284
58,2856,0.86104625
58,3321,0.85322523
58,5289,0.84963083
58,2937,0.840356
59,3321,0.79454935
59,2856,0.77727544
59,4674,0.7765864
59,2258,0.7648791
59,1727,0.7501581
60,5289,0.8887591
60,3321,0.8356954
60,4289,0.8323214
60,2856,0.82991415
60,2403,0.80961335
61,4674,0.79104555
61,2856,0.78543407
61,3321,0.7732202
61,2403,0.76365274
61,5289,0.75783086
62,5289,0.863025
62,2856,0.8559978
62,3160,0.83980566
62,3321,0.836577
62,2403,0.8361609
63,4289,0.7843741
63,4674,0.78230387
63,2403,0.7805325
63,3321,0.7773143
63,2856,0.7766098
64,3321,0.8315915
64,2403,0.81897503
64,4674,0.8184625
64,3160,0.8143182
64,2937,0.811309
65,3160,0.89699674
65,2856,0.88826954
65,3321,0.8781578
65,1178,0.8758107
65,2937,0.87540483
66,4674,0.7888322
66,2403,0.7845785
66,2856,0.7796131
66,2624,0.77556694
66,3321,0.7640531
67,3321,0.88726604
67,5289,0.8788675
67,1178,0.87694013
67,2856,0.87443733
67,3160,0.8659113
68,3321,0.86601436
68,5289,0.8507771
68,2856,0.8434259
68,3160,0.8422997
68,2403,0.839211
69,1178,0.8844284
69,5289,0.88035727
69,2856,0.8690406
69,3160,0.8669532
69,3321,0.86649454
70,3160,0.839059
70,3321,0.8253194
70,5289,0.82095003
70,2856,0.81629604
70,4674,0.8150141
71,3321,0.8787151
71,2856,0.86764914
71,2937,0.85259736
71,3160,0.85186887
71,2403,0.84985936
72,2856,0.8754053
72,3160,0.8740971
72,2937,0.8604946
72,3321,0.85469264
72,5289,0.851695
73,2403,0.83825374
73,3321,0.81895137
73,4087,0.80869025
73,2937,0.7935838
73,2856,0.7930318
74,4087,0.796867
74,3465,0.7948909
74,4674,0.78586453
74,2883,0.7811065
74,2624,0.78092384
75,2856,0.9008622
75,5289,0.8845655
75,3160,0.8788712
75,3321,0.87466586
75,2937,0.8561315
76,2624,0.7911377
76,4674,0.7863134
76,2856,0.782291
76,3321,0.77798665
76,2403,0.77373815
77,3160,0.8996844
77,2856,0.89393413
77,1178,0.88745093
77,2937,0.88517
77,5289,0.8785099
78,2856,0.8526505
78,4674,0.845786
78,3321,0.8366156
78,1178,0.8354522
78,3160,0.82651746
79,2856,0.82651806
79,5289,0.8103821
79,3321,0.80969274
79,4289,0.7981219
79,2937,0.79573196
80,2937,0.85345805
80,3321,0.8345327
80,3160,0.830596
80,2856,0.82851934
80,2403,0.82079387
81,2856,0.8347774
81,2937,0.83275586
81,1178,0.8294064
81,3321,0.8260131
81,2403,0.8144988
82,3321,0.8049966
82,4674,0.8041383
82,2856,0.7897082
82,2403,0.78673965
82,2624,0.7826511
83,3160,0.8901538
83,2856,0.865764
83,1178,0.8601466
83,3321,0.8595336
83,5289,0.85608554
84,435,0.81931067
84,5292,0.81404084
84,4085,0.81262946
84,2624,0.8104367
84,3178,0.79405135
85,3160,0.8482779
85,3321,0.84209025
85,1178,0.82348955
85,5289,0.8213172
85,2856,0.8120351
86,3160,0.8837289
86,2856,0.86617345
86,1178,0.8452037
86,4674,0.8421693
86,3321,0.8415073
87,3321,0.84358525
87,3160,0.8277776
87,1324,0.8257917
87,2937,0.8217356
87,2856,0.821066
88,2856,0.8388542
88,3160,0.8314394
88,2937,0.8286449
88,5289,0.82758415
88,3321,0.81210876
89,3160,0.79400885
89,1178,0.7879182
89,4087,0.7823163
89,2856,0.7813172
89,4674,0.7716727
90,2937,0.8769332
90,2856,0.8715737
90,3321,0.86012614
90,5289,0.85448086
90,3160,0.8504924
91,1324,0.8406389
91,4674,0.8116325
91,3160,0.80944407
91,3321,0.80674326
91,2403,0.80319965
92,3321,0.8301484
92,2937,0.8264302
92,2856,0.81816685
92,1178,0.813919
92,3160,0.81366366
93,5289,0.87506413
93,3321,0.87467253
93,2856,0.8692862
93,2937,0.86666125
93,3160,0.8665736
94,2937,0.834
94,3321,0.82628953
94,2403,0.82560325
94,3441,0.8177918
94,3248,0.81582224
95,3160,0.868055
95,1178,0.8413543
95,2937,0.841036
95,2856,0.8401504
95,3248,0.83577085
96,1425,0.72983366
96,112,0.7110671
96,1176,0.7104029
96,378,0.7081736
96,2234,0.70111907
97,2856,0.8205726
97,1178,0.810231
97,3321,0.7986898
97,3160,0.79617363
97,5289,0.7877553
98,3321,0.8598379
98,2937,0.84914386
98,2403,0.84608424
98,2856,0.83805656
98,4543,0.8251729
99,2403,0.7853879
99,1079,0.7507423
99,3321,0.7506599
99,5321,0.7402406
99,4085,0.738615
100,5289,0.8494418
100,4289,0.83445716
100,2856,0.8203106
100,3321,0.8148777
100,1727,0.7911997
101,3160,0.8059212
101,1178,0.8009925
101,2937,0.7750833
101,2856,0.7692746
101,3321,0.763826
102,2403,0.8514302
102,4674,0.8414204
102,2856,0.83669525
102,3321,0.82534343
102,5292,0.8234366
103,2624,0.8632108
103,2403,0.86012685
103,4087,0.85944414
103,4674,0.85590756
103,3321,0.85052216
104,5289,0.8726783
104,2856,0.8711506
104,4289,0.8620933
104,3321,0.8599745
104,3160,0.8540543
105,3160,0.88250804
105,2937,0.8720674
105,1178,0.8543442
105,2856,0.8514885
105,3321,0.8440961
106,2937,0.9102887
106,3248,0.89150536
106,2856,0.87385356
106,3321,0.8723639
106,2403,0.8716961
107,3160,0.80315864
107,3321,0.80301106
107,2937,0.7945299
107,2403,0.7942816
107,4087,0.79046375
108,2856,0.8762012
108,1178,0.8752379
108,3321,0.8731191
108,2937,0.8715882
108,4674,0.868348
109,2856,0.85059285
109,3321,0.8465427
109,1178,0.83994526
109,5289,0.83740824
109,2403,0.8356149
110,2913,0.7918793
110,4297,0.7839952
110,1585,0.7777668
110,2712,0.77037406
110,3252,0.7676473
111,4877,0.82792956
111,4555,0.8023753
111,4656,0.80023396
111,5446,0.7961639
111,2891,0.7948358
112,4877,0.78430295
112,3731,0.78129435
112,4883,0.77088857
112,4403,0.7670189
112,4066,0.7661694
113,2257,0.67456764
113,4407,0.6453163
113,5196,0.642753
113,5075,0.642753
113,4555,0.64006704
114,2483,0.73883367
114,3098,0.7337639
114,4504,0.732628
114,3616,0.7304919
114,397,0.72075933
115,3098,0.78417146
115,3399,0.7650165
115,3779,0.7510636
115,4109,0.7477841
115,3788,0.74768966
116,4656,0.8020537
116,4555,0.7977023
116,4066,0.7958325
116,2723,0.7911025
116,3425,0.7891846
117,3731,0.6980495
117,4403,0.69670093
117,4115,0.69204694
117,1228,0.6889256
117,3788,0.68750006
118,1112,0.62041676
118,3252,0.6194712
118,4929,0.61213666
118,4817,0.61213666
118,4669,0.61213666
119,254,0.8105136
119,2712,0.7881768
119,1971,0.75301313
119,4297,0.7502171
119,48,0.7463907
120,5204,0.82030284
120,4115,0.7998266
120,3731,0.7989421
120,4018,0.79870975
120,4886,0.797233
121,4169,0.65495104
121,3303,0.65254617
121,2923,0.65079236
121,2257,0.6470746
121,3170,0.6402143
122,3916,0.72680926
122,4587,0.709687
122,4780,0.7044401
122,3310,0.7040481
122,2234,0.70154595
123,3916,0.7416595
123,4671,0.70251447
123,4587,0.6989693
123,5401,0.6966021
123,4301,0.6913869
124,3824,0.8302695
124,3233,0.8281077
124,474,0.8260784
124,907,0.82602596
124,4114,0.8191557
125,3916,0.71665716
125,5401,0.7041949
125,5081,0.6908007
125,5262,0.6865261
125,5336,0.68652606
126,4656,0.7832449
126,4555,0.7828951
126,5446,0.7749734
126,5407,0.7692536
126,4407,0.76574516
127,1676,0.7027412
127,1425,0.68564725
127,1664,0.67197275
127,5390,0.6714671
127,356,0.66801435
128,5230,0.8431427
128,4602,0.84236884
128,4740,0.8323989
128,2028,0.83223283
128,1684,0.83082026
129,4877,0.81818837
129,2712,0.7979144
129,3731,0.7746513
129,4407,0.77433825
129,3875,0.77393574
130,3616,0.6651677
130,3288,0.6531707
130,3289,0.6531707
130,397,0.65067166
130,4504,0.64138734
131,2483,0.7720064
131,5162,0.7700308
131,3098,0.76058817
131,908,0.7568384
131,3451,0.75164473
132,5408,0.7162685
132,3915,0.67874587
132,1664,0.66538596
132,1156,0.66002905
132,1228,0.6562046
133,4388,0.5517286
133,2257,0.5355867
133,1322,0.5323886
133,3145,0.51582634
133,4123,0.51154846
134,4247,0.71216714
134,4911,0.6532818
134,4752,0.65250826
134,5110,0.6464527
134,415,0.6359786
135,4656,0.8150451
135,3626,0.81443703
135,4555,0.8133244
135,4407,0.8091154
135,5407,0.8014281
136,2257,0.6477702
136,4132,0.63287723
136,4318,0.62682843
136,2258,0.6095966
136,3588,0.5991274
137,4372,0.84150195
137,3752,0.82549
137,3252,0.82421094
137,1805,0.8217633
137,4545,0.8217102
138,2257,0.6688118
138,2817,0.6510041
138,4883,0.6464373
138,732,0.6449313
138,4407,0.6374804
139,3626,0.8007374
139,4297,0.79415154
139,2913,0.77576166
139,2712,0.7549226
139,2619,0.74597096
140,3626,0.76224434
140,4407,0.7293768
140,4555,0.7174899
140,4656,0.7166463
140,4066,0.7123983
141,3098,0.8055744
141,4407,0.79391617
141,4656,0.7812933
141,3875,0.7809774
141,4555,0.78019893
142,4297,0.80965143
142,2712,0.79017735
142,3626,0.77164626
142,2913,0.75944495
142,3252,0.7557145
143,4417,0.7556428
143,2257,0.7547321
143,4703,0.74900246
143,2923,0.7363535
143,3303,0.7289614
144,4297,0.8626497
144,2712,0.8327644
144,2913,0.8261068
144,4213,0.82098794
144,4372,0.80958194
145,3098,0.7747016
145,4656,0.7567044
145,4877,0.7560253
145,4555,0.75574464
145,4407,0.75410795
146,3626,0.80404526
146,4407,0.75228286
146,4877,0.7411825
146,4555,0.73913854
146,4656,0.7380204
147,3626,0.8054012
147,4656,0.78556734
147,4555,0.7846342
147,4877,0.7785903
147,3731,0.77463055
148,5,0.74755883
148,4064,0.7168546
148,1478,0.6989055
148,3212,0.6985401
148,2817,0.6775098
149,2257,0.7717939
149,3303,0.7492236
149,4703,0.7459828
149,2923,0.7453171
149,3238,0.7374971
150,4877,0.7982379
150,3025,0.7557132
150,3715,0.7495302
150,218,0.74691606
150,2481,0.74207985
151,2483,0.80388033
151,3098,0.7989125
151,3451,0.7888986
151,4504,0.7726114
151,908,0.7635354
152,3399,0.6821947
152,4555,0.66747844
152,4656,0.6672324
152,4198,0.6645959
152,4904,0.6633344
153,3822,0.5821242
153,4504,0.58127606
153,2819,0.5763817
153,2339,0.57480323
153,5131,0.5670459
154,5,0.81414115
154,4064,0.8053943
154,3916,0.7781
154,2309,0.76731706
154,4674,0.761821
155,1112,0.78614396
155,3626,0.7752854
155,1369,0.76734215
155,1389,0.76734215
155,2213,0.74781287
156,3626,0.83274615
156,3648,0.82764935
156,2230,0.77322674
156,5446,0.770483
156,4297,0.7655226
157,3626,0.7660941
157,4407,0.7625681
157,4656,0.7406985
157,4066,0.7404048
157,4555,0.7400454
158,4373,0.66223896
158,5407,0.66040605
158,254,0.65865207
158,5430,0.6536161
158,4297,0.64857143
159,1215,0.71126187
159,5305,0.7005943
159,3025,0.6990106
159,786,0.6985637
159,2481,0.69580936
160,5199,0.71240413
160,3416,0.7098588
160,3493,0.7098588
160,3588,0.7098588
160,3873,0.6969743
161,4115,0.79793745
161,4403,0.7964494
161,4407,0.7911521
161,3731,0.7881359
161,4904,0.78728044
162,2886,0.73959744
162,4502,0.6977991
162,3551,0.6824887
162,3297,0.67127043
162,4705,0.66188073
163,3112,0.81617236
163,2619,0.7811244
163,3252,0.77737045
163,5430,0.77367425
163,5326,0.76711214
164,1112,0.70752424
164,5407,0.69951946
164,4373,0.6992396
164,5326,0.69362956
164,5232,0.69362956
165,1000,0.6094879
165,1122,0.5957167
165,4877,0.59112465
165,3915,0.5858412
165,4883,0.58289707
166,2712,0.86256015
166,4297,0.8524561
166,5016,0.8467486
166,4658,0.8405533
166,3252,0.83713937
167,3493,0.6566464
167,3416,0.6566464
167,3588,0.6566464
167,3881,0.65032345
167,2258,0.63994545
168,3731,0.7340404
168,3676,0.7299137
168,4115,0.72790027
168,3875,0.7253465
168,4883,0.7202913
169,3626,0.80156577
169,5132,0.76705325
169,5326,0.76705325
169,5232,0.7670532
169,5407,0.7648754
170,3098,0.7516967
170,2483,0.7202276
170,4656,0.71938324
170,4555,0.7177039
170,3676,0.7151728
171,3626,0.7852672
171,4656,0.76447785
171,4555,0.7635049
171,4407,0.75589937
171,4066,0.7386927
172,5407,0.7841034
172,4373,0.7740854
172,5232,0.7689196
172,5132,0.7689195
172,5326,0.7689195
173,2712,0.7275018
173,4877,0.72731555
173,1098,0.71654767
173,1171,0.71332765
173,2195,0.71214116
174,5,0.7379409
174,4064,0.7334951
174,3916,0.70961237
174,2647,0.70443964
174,2309,0.7036324
175,218,0.709178
175,4929,0.7080367
175,4669,0.7080367
175,4817,0.7080367
175,288,0.6997475
176,4403,0.8262219
176,4115,0.8251875
176,4904,0.8245608
176,3731,0.81722367
176,4066,0.8144835
177,2712,0.7337791
177,3626,0.7316394
177,3731,0.729234
177,4297,0.7260418
177,4115,0.71829104
178,2483,0.76920843
178,3098,0.76651704
178,3399,0.7524218
178,4109,0.73873705
178,3788,0.73443735
179,1405,0.7970059
179,1737,0.7673442
179,5363,0.76418275
179,5360,0.76418275
179,3200,0.76359355
180,218,0.78466463
180,4085,0.76907635
180,288,0.7621486
180,435,0.75043017
180,4704,0.7438025
181,3112,0.6693804
181,4213,0.66234523
181,5430,0.6594322
181,4372,0.6558169
181,451,0.65398705
182,4877,0.7768401
182,4407,0.7650626
182,4066,0.7488502
182,4130,0.74856377
182,4656,0.74703443
183,4703,0.65330935
183,4388,0.62120515
183,3626,0.6169602
183,4881,0.6075007
183,4407,0.6039746
184,2712,0.7872642
184,3626,0.776531
184,4297,0.7743465
184,2349,0.755304
184,3731,0.7497438
185,5407,0.776023
185,2635,0.77427447
185,1645,0.7735223
185,4373,0.77058196
185,5326,0.7696053
186,3098,0.76806104
186,3399,0.74163526
186,3807,0.7101768
186,3779,0.7023717
186,2483,0.7022259
187,2689,0.77086806
187,2481,0.7675991
187,5387,0.75602514
187,5119,0.7548907
187,3302,0.748139
188,3098,0.74809146
188,4407,0.72777
188,3731,0.7266681
188,4745,0.7229333
188,4066,0.7224548
189,3822,0.70503193
189,3098,0.69422793
189,4649,0.69023275
189,2018,0.68766284
189,3371,0.6825764
190,3626,0.76471144
190,3731,0.7474605
190,4115,0.74443877
190,4403,0.74418306
190,3875,0.74413216
191,3098,0.55565786
191,1215,0.5540692
191,4928,0.5474094
191,4860,0.5469569
191,4883,0.54280424
192,3626,0.7845073
192,5446,0.74596
192,4877,0.7456303
192,4407,0.7415785
192,4656,0.7349277
193,4854,0.75958717
193,3026,0.7590313
193,4877,0.753492
193,3715,0.75164574
193,3731,0.7459299
194,4877,0.7434025
194,4064,0.74331254
194,3327,0.7422763
194,4674,0.74225414
194,5,0.74186695
195,4555,0.7764375
195,5407,0.77487695
195,4656,0.77447283
195,4877,0.7727531
195,2635,0.7689321
196,3669,0.7932431
196,2230,0.7887182
196,2712,0.7883278
196,5132,0.7860788
196,5326,0.7860788
197,3098,0.7911514
197,3399,0.7646171
197,3779,0.75601697
197,2483,0.7552598
197,4407,0.75418526
198,4877,0.6836983
198,3916,0.6828926
198,3399,0.6680282
198,4555,0.66220987
198,3731,0.6591543
199,4877,0.8064189
199,3112,0.79259264
199,4656,0.78463197
199,2989,0.7838802
199,3103,0.78233385
200,3098,0.72356033
200,4504,0.70561767
200,4555,0.6918398
200,4656,0.6911659
200,1228,0.68361616
201,4417,0.7957194
201,1405,0.7841946
201,999,0.77746975
201,4287,0.7732536
201,3025,0.7723558
202,3098,0.73992777
202,3399,0.7151153
202,4904,0.707634
202,3779,0.7071875
202,4109,0.70592153
203,4115,0.715154
203,4403,0.7116587
203,3875,0.70855
203,4877,0.70774615
203,3731,0.7043358
204,5352,0.82919884
204,5345,0.8291988
204,3410,0.7974971
204,5418,0.7819936
204,5199,0.7703287
205,803,0.7439585
205,3731,0.7393737
205,389,0.73672247
205,1479,0.73494613
205,4403,0.73221993
206,3731,0.8671517
206,3875,0.8633189
206,4115,0.86107045
206,4407,0.8594359
206,4403,0.85801697
207,841,0.5936126
207,218,0.5765773
207,4775,0.567714
207,4318,0.5577837
207,4132,0.5565554
208,4883,0.7560657
208,3098,0.7531839
208,4656,0.7530798
208,4066,0.7516762
208,4555,0.7512033
209,4656,0.77529347
209,4555,0.7749764
209,4066,0.7694076
209,3916,0.76832616
209,5,0.7583561
210,4656,0.76181304
210,4555,0.7616413
210,4066,0.7521864
210,4877,0.74941355
210,4407,0.737303
211,3098,0.70297796
211,3807,0.66837585
211,3399,0.65432274
211,1942,0.64484656
211,1993,0.64484656
212,3302,0.79185784
212,2689,0.7758112
212,2481,0.7728771
212,1616,0.76558024
212,3279,0.76320285
213,4297,0.75523657
213,2913,0.7299851
213,2712,0.72335476
213,3252,0.7225274
213,2619,0.7211436
214,3399,0.77380055
214,3807,0.7556258
214,4115,0.7173064
214,4403,0.71377903
214,3731,0.7102937
215,4407,0.6339273
215,4555,0.6168516
215,4656,0.6140737
215,4877,0.61098546
215,4883,0.6098662
216,5,0.77436316
216,4064,0.7353088
216,1478,0.72542894
216,2309,0.71015143
216,531,0.70997417
217,4700,0.84694916
217,3252,0.8325504
217,2619,0.82595766
217,3752,0.817175
217,2670,0.8171401
218,483,0.8535378
218,340,0.85207
218,3121,0.8454519
218,4045,0.83711076
218,5180,0.83366644
219,5180,0.7914282
219,4045,0.78945124
219,4700,0.786765
219,1582,0.7866459
219,3949,0.78174627
220,1423,0.7635829
220,3916,0.75710523
220,5,0.73860383
220,4301,0.71574926
220,5401,0.71538174
221,3547,0.8155548
221,4780,0.810435
221,2730,0.80820817
221,3875,0.80541646
221,2110,0.8038498
222,3949,0.822653
222,4589,0.8043587
222,3306,0.7979724
222,483,0.7938253
222,5180,0.7925439
223,4344,0.85618055
223,5234,0.8552859
223,5010,0.85155404
223,4531,0.8493426
223,3470,0.83714044
224,4144,0.7721295
224,1968,0.7555083
224,4143,0.7402408
224,3909,0.7377017
224,4610,0.73392487
225,4700,0.8436495
225,1582,0.82448554
225,2110,0.82084715
225,3547,0.8104274
225,2730,0.8073174
226,3949,0.86615527
226,3252,0.86059105
226,2619,0.85373706
226,2712,0.84858894
226,3173,0.8444686
227,1070,0.8106972
227,4014,0.78874683
227,2134,0.771161
227,2713,0.76681316
227,2770,0.76681316
228,371,0.8277446
228,112,0.8135329
228,85,0.79921466
228,356,0.79601675
228,1169,0.7938043
229,5019,0.8571921
229,4602,0.8423469
229,4533,0.83021504
229,3102,0.8186333
229,4316,0.80854154
230,1933,0.84785736
230,2730,0.8471802
230,1981,0.84477836
230,1531,0.82882553
230,1613,0.82882553
231,1933,0.80037165
231,1981,0.79512274
231,4372,0.78892547
231,4700,0.7888726
231,1070,0.7871452
232,5180,0.8373923
232,4045,0.8316932
232,3121,0.83116513
232,1829,0.8301259
232,1366,0.8297107
233,1771,0.82832503
233,4704,0.8251469
233,521,0.82235956
233,4213,0.82112277
233,4372,0.81439495
234,4700,0.85319006
234,3949,0.849912
234,1969,0.84896815
234,1845,0.84887576
234,3229,0.8473717
235,1771,0.84487206
235,1858,0.8447336
235,1941,0.8446636
235,5,0.8384334
235,4087,0.83681524
236,4087,0.83913696
236,2730,0.8293638
236,2619,0.8218318
236,2021,0.8163802
236,4372,0.8162333
237,1070,0.7654978
237,4143,0.76341605
237,3049,0.7602341
237,2134,0.7585592
237,4144,0.7564363
238,803,0.7663065
238,1228,0.7583534
238,4589,0.74429464
238,2067,0.73761225
238,606,0.73454297
239,1662,0.7552968
239,1613,0.7552179
239,1531,0.7552179
239,4372,0.74895954
239,1236,0.7406746
240,1228,0.7407834
240,3731,0.73170435
240,4403,0.729939
240,3915,0.72863364
240,4115,0.72467244
241,4537,0.82217675
241,1236,0.8158861
241,4045,0.8154649
241,5049,0.809906
241,4995,0.808561
242,4014,0.8743369
242,4537,0.86301315
242,3933,0.81529176
242,1236,0.8133862
242,4545,0.81000125
243,5019,0.8750943
243,1337,0.84333724
243,1805,0.84172124
243,4602,0.8384088
243,4533,0.8375378
244,4700,0.7411127
244,3909,0.73461807
244,1969,0.72368634
244,1933,0.7069366
244,1981,0.7047845
245,1613,0.8111732
245,1531,0.8111732
245,1662,0.8093303
245,4372,0.8050021
245,2730,0.8049915
246,803,0.8392558
246,4982,0.8310847
246,5418,0.8207775
246,4589,0.8126068
246,2687,0.80814844
247,2134,0.7998683
247,2067,0.7740259
247,4144,0.76305026
247,3521,0.76076305
247,773,0.76041734
248,2635,0.7918054
248,2492,0.78907174
248,2670,0.78498226
248,2621,0.78498226
248,3110,0.78149974
249,2732,0.7581527
249,3070,0.7504213
249,4018,0.7412475
249,3731,0.7403918
249,4403,0.7378491
250,2730,0.8230309
250,3327,0.8136453
250,3425,0.80332077
250,4700,0.8015866
250,3113,0.8002633
251,736,0.8045411
251,1366,0.80039924
251,1491,0.79915994
251,1829,0.7987352
251,1457,0.79635817
252,4123,0.70182574
252,1425,0.6948054
252,4912,0.68151104
252,2873,0.6790557
252,3524,0.67285466
253,483,0.8571115
253,1236,0.85676557
253,3632,0.8520658
253,340,0.85074306
253,3306,0.84385777
254,2635,0.84442604
254,3110,0.84002864
254,5413,0.83798736
254,5350,0.83798736
254,5160,0.8375827
255,773,0.74635214
255,3913,0.74600077
255,1968,0.74583864
255,2928,0.74290013
